
put up ; ставить/терпеть ; сносить ; опускать ; pull down ; put down ; Мы поставили палатку. ; We put up a tent. ; pʊt ʌp

put up with ; мириться с/терпеть ; не выносить ; сопротивляться ; not tolerate ; resist ; Я не могу с этим мириться. ; I cannot put up with this. ; pʊt ʌp wɪð

qualification ; квалификация ; некомпетентность ; обучение ; incompetence ; training ; У него высокая квалификация. ; He has high qualification. ; ˌkwɒlɪfɪˈkeɪʃən

qualified ; квалифицированный ; неквалифицированный ; некомпетентный ; unqualified ; incompetent ; Он — квалифицированный специалист. ; He is a qualified specialist. ; ˈkwɒlɪfaɪd

qualify ; квалифицироваться/предоставлять право ; дисквалифицировать ; запрещать ; disqualify ; forbid ; Он квалифицировался на олимпиаду. ; He qualified for the Olympics. ; ˈkwɒlɪfaɪ

quality ; качество ; количество ; дефект ; quantity ; defect ; Это товар высокого качества. ; It is a high quality product. ; ˈkwɒləti

quantity ; количество ; качество ; мало ; quality ; few ; Нам нужно большое количество. ; We need a large quantity. ; ˈkwɒntəti

quarter ; четверть/квартал ; целое ; половина ; whole ; half ; Прошло четверть часа. ; A quarter of an hour has passed. ; ˈkwɔːrtər

queen ; королева ; король ; принц ; king ; prince ; Королева правила страной. ; The queen ruled the country. ; kwiːn

question ; вопрос/сомнение ; ответ ; факт ; answer ; fact ; У меня есть вопрос. ; I have a question. ; ˈkwɛsʧən

quick ; быстрый ; медленный ; долгий ; slow ; long ; У него быстрая реакция. ; He has a quick reaction. ; kwɪk

quickly ; быстро ; медленно ; долго ; slowly ; long ; Он быстро ушел. ; He left quickly. ; ˈkwɪkli

quiet ; тихий/спокойный ; шумный ; громкий ; noisy ; loud ; В комнате было тихо. ; The room was quiet. ; ˈkwaɪət

quietly ; тихо/спокойно ; шумно ; громко ; noisily ; loudly ; Он тихо говорил. ; He spoke quietly. ; ˈkwaɪətli

quit ; бросать/уходить ; начинать ; продолжать ; start ; continue ; Он бросил курить. ; He quit smoking. ; kwɪt

quite ; довольно/вполне ; немного ; очень ; slightly ; very ; Он вполне умный. ; He is quite smart. ; kwaɪt

quote ; цитата/цитировать ; оригинал ; рассказывать ; original ; tell ; Он привел цитату. ; He gave a quote. ; kwoʊt

race ; гонка/раса ; остановка ; индивид ; stop ; individual ; Он выиграл гонку. ; He won the race. ; reɪs

racing ; гонки ; остановка ; медлительность ; stop ; slowness ; Он любит гонки. ; He loves racing. ; ˈreɪsɪŋ

radio ; радио ; телевизор ; книга ; TV ; book ; Я слушал радио. ; I listened to the radio. ; ˈreɪdioʊ

rail ; рельс/перила ; дорога ; стена ; road ; wall ; Поезд ехал по рельсам. ; The train ran on the rails. ; reɪl

railroad ; железная дорога (AmE) ; шоссе ; река ; highway ; river ; Мы ехали по железной дороге. ; We traveled by railroad. ; ˈreɪlˌroʊd

railway ; железная дорога (BrE) ; шоссе ; река ; highway ; river ; Он работает на железной дороге. ; He works on the railway. ; ˈreɪlˌweɪ

rain ; дождь ; солнце ; сухость ; sun ; dryness ; Начался сильный дождь. ; Heavy rain started. ; reɪn

raise ; поднимать/повышать ; опускать ; снижать ; lower ; reduce ; Он поднял руку. ; He raised his hand. ; reɪz

range ; диапазон/ряд ; точка ; одно ; point ; one ; Цены в широком диапазоне. ; The prices are in a wide range. ; reɪnʤ

rank ; ранг/звание ; низ ; отсутствие ; bottom ; absence ; У него высокий ранг. ; He has a high rank. ; ræŋk

rapid ; быстрый/стремительный ; медленный ; долгий ; slow ; long ; Произошло быстрое изменение. ; A rapid change occurred. ; ˈræpɪd

rapidly ; быстро/стремительно ; медленно ; долго ; slowly ; long ; Он быстро ушел. ; He left rapidly. ; ˈræpɪdli

rare ; редкий ; обычный ; частый ; common ; frequent ; Это редкая книга. ; It is a rare book. ; reər

rarely ; редко ; часто ; всегда ; often ; always ; Я редко вижу его. ; I rarely see him. ; ˈreərli

rate ; ставка/скорость ; медлительность ; задержка ; slowness ; delay ; Какова процентная ставка? ; What is the interest rate? ; reɪt

rather ; скорее/довольно ; очень ; мало ; very ; little ; Скорее всего, он прав. ; He is rather right. ; ˈrɑːðər

raw ; сырой/необработанный ; приготовленный ; обработанный ; cooked ; processed ; Он ел сырое мясо. ; He ate raw meat. ; rɔː

re- ; пере-/снова ; до ; после ; before ; after ; Мы переделали работу. ; We re-did the work. ; riː

reach ; достигать ; терять ; начинать ; lose ; start ; Он достиг вершины. ; He reached the peak. ; riːʧ

react ; реагировать ; игнорировать ; бездействовать ; ignore ; be inactive ; Он не отреагировал. ; He didn't react. ; riˈækt

reaction ; реакция ; бездействие ; причина ; inactivity ; cause ; Его реакция была быстрой. ; His reaction was fast. ; riˈækʃən

read ; читать ; писать ; говорить ; write ; speak ; Я читаю книгу. ; I am reading a book. ; riːd

reader ; читатель ; писатель ; слушатель ; writer ; listener ; Он — постоянный читатель. ; He is a regular reader. ; ˈriːdər

reading ; чтение ; письмо ; говорение ; writing ; speaking ; Чтение — его хобби. ; Reading is his hobby. ; ˈriːdɪŋ

read out ; читать вслух ; читать про себя ; молчать ; read silently ; be silent ; Прочитай текст вслух. ; Read out the text. ; riːd aʊt

read over ; перечитывать ; писать ; пропускать ; write ; skip ; Перечитай свои заметки. ; Read over your notes. ; riːd ˈoʊvər

ready ; готовый ; не готовый ; начинающий ; unprepared ; starting ; Я готов к поездке. ; I am ready for the trip. ; ˈrɛdi

real ; настоящий/реальный ; фальшивый ; воображаемый ; fake ; imaginary ; Это настоящий бриллиант. ; It is a real diamond. ; riːl

realistic ; реалистичный ; нереалистичный ; фантастический ; unrealistic ; fantastic ; У него реалистичный взгляд. ; He has a realistic view. ; ˌriːəˈlɪstɪk

reality ; реальность ; вымысел ; мечта ; fiction ; dream ; Это реальность. ; It is a reality. ; riˈæləti

realize ; осознавать/понимать ; игнорировать ; забывать ; ignore ; forget ; Я осознал свою ошибку. ; I realized my mistake. ; ˈriːəlaɪz

really ; действительно/на самом деле ; неправда ; возможно ; untrue ; possibly ; Он действительно умный. ; He is really smart. ; ˈriːəli

rear ; задний/тыл ; передний ; центр ; front ; center ; Это задняя часть дома. ; This is the rear of the house. ; rɪər

reason ; причина/разум ; следствие ; инстинкт ; consequence ; instinct ; У него есть веские причины. ; He has good reasons. ; ˈriːzən

reasonable ; разумный/обоснованный ; неразумный ; безумный ; unreasonable ; insane ; Это разумное решение. ; It is a reasonable decision. ; ˈriːzənəbəl

reasonably ; разумно/достаточно ; неразумно ; безумно ; unreasonably ; insanely ; Он достаточно богат. ; He is reasonably rich. ; ˈriːzənəbli

recall ; вспоминать/отзывать ; забывать ; отправлять ; forget ; send ; Я не могу вспомнить его имя. ; I cannot recall his name. ; rɪˈkɔːl

receipt ; чек/квитанция ; счет ; деньги ; bill ; money ; Сохрани чек. ; Keep the receipt. ; rɪˈsiːt

receive ; получать ; отправлять ; отдавать ; send ; give ; Я получил твое письмо. ; I received your letter. ; rɪˈsiːv

recent ; недавний ; старый ; давний ; old ; ancient ; Это недавнее событие. ; It is a recent event. ; ˈriːsənt

recently ; недавно ; давно ; всегда ; long ago ; always ; Я недавно видел его. ; I recently saw him. ; ˈriːsəntli

reception ; прием/стойка регистрации ; отправление ; уход ; sending ; departure ; Я ждал на стойке регистрации. ; I waited at the reception. ; rɪˈsɛpʃən

reckon ; считать/полагать ; не верить ; игнорировать ; disbelieve ; ignore ; Я полагаю, он придет. ; I reckon he will come. ; ˈrɛkən

reckon on ; рассчитывать на ; не полагаться ; сомневаться ; not rely on ; doubt ; Я рассчитываю на твою помощь. ; I reckon on your help. ; ˈrɛkən ɒn

recognition ; признание ; игнорирование ; отказ ; ignoring ; refusal ; Он получил признание. ; He got recognition. ; ˌrɛkəɡˈnɪʃən

recognize ; узнавать/признавать ; забывать ; игнорировать ; forget ; ignore ; Я узнал его. ; I recognized him. ; ˈrɛkəɡnaɪz

recommend ; рекомендовать ; запрещать ; критиковать ; forbid ; criticize ; Я рекомендую этот отель. ; I recommend this hotel. ; ˌrɛkəˈmɛnd

record ; запись/записывать ; стирать ; оригинал ; erase ; original ; Он побил рекорд. ; He broke the record. ; ˈrɛkərd

recording ; запись ; тишина ; оригинал ; silence ; original ; Мы слушали запись. ; We listened to the recording. ; rɪˈkɔːrdɪŋ

recover ; восстанавливаться/выздоравливать ; болеть ; сдаваться ; be ill ; give up ; Он восстановился после операции. ; He recovered from the operation. ; rɪˈkʌvər

red ; красный ; синий ; зеленый ; blue ; green ; Его любимый цвет — красный. ; His favorite color is red. ; rɛd

reduce ; уменьшать/снижать ; увеличивать ; добавлять ; increase ; add ; Мы должны снизить расходы. ; We must reduce expenses. ; rɪˈdjuːs

reduction ; уменьшение/снижение ; увеличение ; добавление ; increase ; addition ; Произошло снижение цен. ; There was a reduction in prices. ; rɪˈdʌkʃən

refer ; ссылаться/относиться ; игнорировать ; скрывать ; ignore ; hide ; Он сослался на статью. ; He referred to the article. ; rɪˈfɜːr

reference ; ссылка/справка ; факт ; ошибка ; fact ; mistake ; Мне нужна справка. ; I need a reference. ; ˈrɛfrəns

refer to ; ссылаться на/относиться к ; игнорировать ; скрывать ; ignore ; hide ; Эта проблема относится к нему. ; This issue refers to him. ; rɪˈfɜːr tuː

reflect ; отражать/размышлять ; поглощать ; игнорировать ; absorb ; ignore ; Зеркало отражает свет. ; The mirror reflects light. ; rɪˈflɛkt

reform ; реформа/реформировать ; сохранять ; разрушать ; preserve ; destroy ; Они провели реформу. ; They carried out a reform. ; rɪˈfɔːrm

refrigerator ; холодильник ; плита ; печь ; stove ; oven ; Положи молоко в холодильник. ; Put the milk in the refrigerator. ; rɪˈfrɪʤəreɪtər

refusal ; отказ ; согласие ; разрешение ; agreement ; permission ; Я получил отказ. ; I received a refusal. ; rɪˈfjuːzəl

refuse ; отказываться ; соглашаться ; разрешать ; agree ; permit ; Я отказался от предложения. ; I refused the offer. ; rɪˈfjuːz

regard ; уважение/считать ; пренебрежение ; игнорировать ; disregard ; ignore ; Я уважаю его. ; I have high regard for him. ; rɪˈɡɑːrd

regarding ; относительно/касательно ; кроме ; из-за ; except ; because of ; Относительно этого вопроса. ; Regarding this matter. ; rɪˈɡɑːrdɪŋ

region ; регион/область ; весь мир ; точка ; the whole world ; point ; Он живет в этом регионе. ; He lives in this region. ; ˈriːʤən

regional ; региональный/областной ; национальный ; мировой ; national ; world ; Это региональная проблема. ; It is a regional issue. ; ˈriːʤənəl

register ; регистрировать/реестр ; удалять ; скрывать ; delete ; hide ; Зарегистрируйся на рейс. ; Register for the flight. ; ˈrɛʤɪstər

regret ; сожалеть ; радоваться ; игнорировать ; be glad ; ignore ; Я сожалею о случившемся. ; I regret what happened. ; rɪˈɡrɛt

regular ; регулярный/обычный ; нерегулярный ; случайный ; irregular ; accidental ; У нас регулярные встречи. ; We have regular meetings. ; ˈrɛɡjələr

regularly ; регулярно ; нерегулярно ; редко ; irregularly ; rarely ; Он регулярно занимается спортом. ; He exercises regularly. ; ˈrɛɡjələrli

regulation ; регулирование/правило ; хаос ; отсутствие ; chaos ; absence ; Мы соблюдаем правила. ; We comply with the regulation. ; ˌrɛɡjəˈleɪʃən

reject ; отклонять/отказываться ; принимать ; соглашаться ; accept ; agree ; Он отклонил мое предложение. ; He rejected my offer. ; rɪˈʤɛkt

relate ; связывать/относиться ; разделять ; игнорировать ; separate ; ignore ; Его проблемы связаны с работой. ; His problems relate to work. ; rɪˈleɪt

related ; связанный/родственный ; не связанный ; чужой ; unrelated ; alien ; Это связанные проблемы. ; These are related problems. ; rɪˈleɪtɪd

relate to ; относиться к ; игнорировать ; избегать ; ignore ; avoid ; Этот вопрос относится ко мне. ; This question relates to me. ; rɪˈleɪt tuː

relation ; отношение/родственник ; вражда ; незнакомец ; enmity ; stranger ; У нас хорошие отношения. ; We have a good relation. ; rɪˈleɪʃən

relationship ; отношения/связь ; вражда ; одиночество ; enmity ; solitude ; У них тесные отношения. ; They have a close relationship. ; rɪˈleɪʃənʃɪp

relative ; относительный/родственник ; абсолютный ; чужой ; absolute ; alien ; Это относительная проблема. ; It is a relative problem. ; ˈrɛlətɪv

relatively ; относительно/сравнительно ; абсолютно ; полностью ; absolutely ; completely ; Он относительно молод. ; He is relatively young. ; ˈrɛlətɪvli

relax ; расслабляться/отдыхать ; напрягаться ; работать ; tense ; work ; Расслабься и отдохни. ; Relax and rest. ; rɪˈlæks

relaxed ; расслабленный ; напряженный ; взволнованный ; tense ; anxious ; Он выглядел расслабленным. ; He looked relaxed. ; rɪˈlækst

relaxing ; расслабляющий ; напрягающий ; раздражающий ; tiring ; annoying ; Это расслабляющая музыка. ; This is relaxing music. ; rɪˈlæksɪŋ

release ; освобождать/выпускать ; сажать ; задерживать ; imprison ; detain ; Он выпустил новую книгу. ; He released a new book. ; rɪˈliːs

relevant ; уместный/актуальный ; неуместный ; неважный ; irrelevant ; unimportant ; Это актуальный вопрос. ; It is a relevant question. ; ˈrɛlɪvənt

relief ; облегчение/помощь ; боль ; страдание ; pain ; suffering ; Он почувствовал облегчение. ; He felt relief. ; rɪˈliːf

religion ; религия ; наука ; атеизм ; science ; atheism ; У него сильная вера. ; He has a strong religion. ; rɪˈlɪʤən

religious ; религиозный ; нерелигиозный ; атеистический ; non-religious ; atheistic ; Он — религиозный человек. ; He is a religious person. ; rɪˈlɪʤəs

rely ; полагаться ; сомневаться ; не верить ; doubt ; disbelieve ; Ты можешь полагаться на меня. ; You can rely on me. ; rɪˈlaɪ

rely on ; полагаться на ; сомневаться ; не верить ; doubt ; disbelieve ; Он полагается на удачу. ; He relies on luck. ; rɪˈlaɪ ɒn

remain ; оставаться ; уходить ; прекращаться ; leave ; cease ; Он остался дома. ; He remained at home. ; rɪˈmeɪn

remaining ; оставшийся ; ушедший ; предыдущий ; departed ; previous ; Мы использовали оставшийся материал. ; We used the remaining material. ; rɪˈmeɪnɪŋ

remains ; остатки/останки ; целое ; живое ; whole ; living ; Он нашел останки животного. ; He found the remains of an animal. ; rɪˈmeɪnz

remark ; замечание/замечать ; молчать ; игнорировать ; be silent ; ignore ; Он сделал замечание. ; He made a remark. ; rɪˈmɑːrk

remarkable ; замечательный/выдающийся ; обычный ; плохой ; ordinary ; bad ; Это замечательный успех. ; It is a remarkable success. ; rɪˈmɑːrkəbəl

remarkably ; замечательно/необычно ; обычно ; плохо ; ordinarily ; badly ; Он замечательно умный. ; He is remarkably smart. ; rɪˈmɑːrkəbli

remember ; помнить/вспоминать ; забывать ; игнорировать ; forget ; ignore ; Я помню этот день. ; I remember this day. ; rɪˈmɛmbər

remind ; напоминать ; забывать ; скрывать ; forget ; hide ; Напомни мне о встрече. ; Remind me about the meeting. ; rɪˈmaɪnd

remind of ; напоминать о ; забывать ; отличаться от ; forget ; be different from ; Это напоминает мне о лете. ; It reminds me of summer. ; rɪˈmaɪnd ɒv

remote ; удаленный/далекий ; близкий ; здесь ; near ; here ; Он живет в удаленном районе. ; He lives in a remote area. ; rɪˈmoʊt

removal ; удаление/перемещение ; добавление ; оставление ; addition ; leaving ; Мы занимаемся удалением мусора. ; We are dealing with garbage removal. ; rɪˈmuːvəl

remove ; удалять/убирать ; добавлять ; оставлять ; add ; leave ; Убери этот стул. ; Remove this chair. ; rɪˈmuːv

rent ; аренда/арендовать ; покупка ; владение ; purchase ; ownership ; Мы платим аренду за квартиру. ; We pay rent for the apartment. ; rɛnt

rented ; арендованный ; собственный ; подаренный ; owned ; given ; Мы живем в арендованном доме. ; We live in a rented house. ; ˈrɛntɪd

repair ; ремонт/ремонтировать ; ломать ; разрушать ; break ; destroy ; Он отремонтировал машину. ; He made a car repair. ; rɪˈpeər

repeat ; повторять ; говорить один раз ; молчать ; say once ; be silent ; Повтори, пожалуйста. ; Repeat, please. ; rɪˈpiːt

repeated ; повторяющийся ; единичный ; оригинальный ; single ; original ; Это повторяющаяся ошибка. ; It is a repeated mistake. ; rɪˈpiːtɪd

repeatedly ; неоднократно/повторно ; один раз ; никогда ; once ; never ; Он неоднократно звонил мне. ; He called me repeatedly. ; rɪˈpiːtɪdli

replace ; заменять ; оставлять ; ломать ; leave ; break ; Он заменил старую машину. ; He replaced the old car. ; rɪˈpleɪs

reply ; ответ/отвечать ; вопрос ; игнорировать ; question ; ignore ; Я жду твоего ответа. ; I am waiting for your reply. ; rɪˈplaɪ

report ; доклад/сообщать ; скрывать ; молчать ; hide ; be silent ; Он представил доклад. ; He presented the report. ; rɪˈpɔːrt

represent ; представлять ; скрывать ; игнорировать ; hide ; ignore ; Он представляет нашу компанию. ; He represents our company. ; ˌrɛprɪˈzɛnt

representative ; представитель ; частное лицо ; враг ; individual ; enemy ; Он — наш представитель. ; He is our representative. ; ˌrɛprɪˈzɛntətɪv

reproduce ; воспроизводить/размножаться ; удалять ; уничтожать ; remove ; destroy ; Он воспроизвел картину. ; He reproduced the painting. ; ˌriːprəˈduːs

reputation ; репутация ; неизвестность ; позор ; obscurity ; shame ; У него хорошая репутация. ; He has a good reputation. ; ˌrɛpjuˈteɪʃən

request ; запрос/просить ; требование ; приказ ; demand ; command ; Он сделал запрос. ; He made a request. ; rɪˈkwɛst

require ; требовать/нуждаться ; отказываться ; давать ; refuse ; give ; Нам требуется помощь. ; We require assistance. ; rɪˈkwaɪər

requirement ; требование ; отказ ; подарок ; refusal ; gift ; Это основное требование. ; It is a basic requirement. ; rɪˈkwaɪərmənt

rescue ; спасение/спасать ; бросать ; вредить ; abandon ; harm ; Он участвовал в спасении. ; He was involved in the rescue. ; ˈrɛskjuː

research ; исследование ; факт ; невежество ; fact ; ignorance ; Он занимается научными исследованиями. ; He conducts scientific research. ; rɪˈsɜːrʧ

reservation ; бронирование/оговорка ; отказ ; факт ; refusal ; fact ; Я сделал бронь. ; I made a reservation. ; ˌrɛzərˈveɪʃən

reserve ; резерв/бронировать ; использовать ; отдавать ; use ; give away ; Мы забронировали столик. ; We reserved a table. ; rɪˈzɜːrv

resident ; житель ; посетитель ; турист ; visitor ; tourist ; Он — постоянный житель. ; He is a permanent resident. ; ˈrɛzɪdənt

resist ; сопротивляться ; подчиняться ; сдаваться ; obey ; give in ; Он не смог сопротивляться. ; He couldn't resist. ; rɪˈzɪst

resistance ; сопротивление ; подчинение ; согласие ; obedience ; agreement ; Мы встретили сопротивление. ; We met resistance. ; rɪˈzɪstəns

resolve ; решать (проблему) ; игнорировать ; откладывать ; ignore ; postpone ; Мы решили проблему. ; We resolved the problem. ; rɪˈzɒlv

resort ; курорт/обращаться к ; работать ; избегать ; work ; avoid ; Они поехали на курорт. ; They went to a resort. ; rɪˈzɔːrt

resort to ; прибегать к ; избегать ; игнорировать ; avoid ; ignore ; Ей пришлось прибегнуть к насилию. ; She had to resort to violence. ; rɪˈzɔːrt tuː

resource ; ресурс/запас ; нехватка ; трата ; lack ; waste ; У нас много ресурсов. ; We have many resources. ; ˈriːsɔːrs

respect ; уважение/уважать ; пренебрежение ; презирать ; disrespect ; despise ; Я уважаю его. ; I have respect for him. ; rɪˈspɛkt

respond ; отвечать/реагировать ; игнорировать ; молчать ; ignore ; be silent ; Он не ответил. ; He didn't respond. ; rɪˈspɒnd

response ; ответ/реакция ; игнорирование ; молчание ; ignoring ; silence ; Я жду твоего ответа. ; I am waiting for your response. ; rɪˈspɒns

responsibility ; ответственность ; безответственность ; свобода ; irresponsibility ; freedom ; Это его ответственность. ; It is his responsibility. ; rɪˌspɒnsəˈbɪləti

responsible ; ответственный ; безответственный ; свободный ; irresponsible ; free ; Он — ответственный человек. ; He is a responsible person. ; rɪˈspɒnsəbəl

rest ; отдых/остальное ; работа ; усталость ; work ; tiredness ; Мне нужен отдых. ; I need rest. ; rɛst

restaurant ; ресторан ; дом ; магазин ; house ; shop ; Мы ужинали в ресторане. ; We had dinner at the restaurant. ; ˈrɛstərɒnt

restore ; восстанавливать ; разрушать ; ломать ; destroy ; break ; Он восстановил старый дом. ; He restored the old house. ; rɪˈstɔːr

restrict ; ограничивать ; освобождать ; разрешать ; free ; allow ; Мы должны ограничить расходы. ; We must restrict expenses. ; rɪˈstrɪkt

restricted ; ограниченный ; свободный ; разрешенный ; free ; allowed ; Это ограниченный доступ. ; It is a restricted access. ; rɪˈstrɪktɪd

restriction ; ограничение ; свобода ; разрешение ; freedom ; permission ; У нас есть ограничения. ; We have restrictions. ; rɪˈstrɪkʃən

result ; результат/следствие ; причина ; начало ; cause ; start ; Каков результат? ; What is the result? ; rɪˈzʌlt

result in ; приводить к ; избегать ; начинать ; avoid ; start ; Это привело к успеху. ; It resulted in success. ; rɪˈzʌlt ɪn

retain ; сохранять/удерживать ; терять ; отдавать ; lose ; give away ; Он сохранил свою работу. ; He retained his job. ; rɪˈteɪn

retire ; уходить на пенсию ; работать ; начинать ; work ; start ; Он ушел на пенсию в 60 лет. ; He retired at 60. ; rɪˈtaɪər

retired ; вышедший на пенсию ; работающий ; молодой ; working ; young ; Он — пенсионер. ; He is a retired person. ; rɪˈtaɪərd

retirement ; пенсия/отставка ; работа ; начало ; work ; start ; Он живет на пенсии. ; He lives on retirement. ; rɪˈtaɪərmənt

return ; возвращение/возвращать ; уходить ; брать ; leave ; take ; Я вернулся домой. ; I returned home. ; rɪˈtɜːrn

reveal ; раскрывать/показывать ; скрывать ; прятать ; hide ; conceal ; Он раскрыл тайну. ; He revealed the secret. ; rɪˈviːl

reverse ; обратный/наоборот ; прямой ; начало ; forward ; start ; У него обратная сторона. ; It has a reverse side. ; rɪˈvɜːrs

review ; обзор/пересмотр ; игнорировать ; факт ; ignore ; fact ; Он написал обзор. ; He wrote a review. ; rɪˈvjuː

revise ; пересматривать/повторять ; забывать ; игнорировать ; forget ; ignore ; Он повторил материал. ; He revised the material. ; rɪˈvaɪz

revision ; пересмотр/повторение ; забывание ; начало ; forgetting ; start ; Нам нужен пересмотр плана. ; We need a revision of the plan. ; rɪˈvɪʒən

revolution ; революция/переворот ; стабильность ; мир ; stability ; peace ; В стране произошла революция. ; A revolution took place in the country. ; ˌrɛvəˈluːʃən

reward ; награда/вознаграждать ; наказание ; штраф ; punishment ; penalty ; Он получил награду. ; He received a reward. ; rɪˈwɔːrd

rhythm ; ритм ; хаос ; тишина ; chaos ; silence ; У него хороший ритм. ; He has a good rhythm. ; ˈrɪðəm

rice ; рис ; хлеб ; картофель ; bread ; potato ; Я люблю рис. ; I like rice. ; raɪs

rich ; богатый ; бедный ; нищий ; poor ; destitute ; Он — богатый человек. ; He is a rich man. ; rɪʧ

rid ; избавляться ; сохранять ; добавлять ; keep ; add ; Мы избавились от мусора. ; We got rid of the garbage. ; rɪd

ride ; ездить/поездка ; ходить ; стоять ; walk ; stand ; Он ехал на лошади. ; He went for a ride on a horse. ; raɪd

rider ; наездник/всадник ; пешеход ; лошадь ; pedestrian ; horse ; Он — хороший наездник. ; He is a good rider. ; ˈraɪdər

ridiculous ; нелепый/смешной ; серьезный ; логичный ; serious ; logical ; Это нелепая идея. ; It is a ridiculous idea. ; rɪˈdɪkjələs

riding ; езда/верховая езда ; ходьба ; стояние ; walking ; standing ; Он занимается верховой ездой. ; He is into riding. ; ˈraɪdɪŋ

right ; правый/правильный ; левый ; неправильный ; left ; wrong ; Ты прав. ; You are right. ; raɪt

rightly ; правильно/справедливо ; неправильно ; несправедливо ; wrongly ; unfairly ; Он справедливо поступил. ; He rightly acted. ; ˈraɪtli

ring ; кольцо/звонить ; браслет ; молчать ; bracelet ; be silent ; У нее красивое кольцо. ; She has a beautiful ring. ; rɪŋ

ring ; звонить ; писать ; молчать ; write ; be silent ; Позвони мне завтра. ; Ring me tomorrow. ; rɪŋ

ring back ; перезванивать ; звонить ; молчать ; call ; be silent ; Я перезвоню тебе позже. ; I will ring you back later. ; rɪŋ bæk

rise ; подниматься/рост ; падать ; снижение ; fall ; decrease ; Солнце поднимается. ; The sun is rising. ; raɪz

risk ; риск/рисковать ; безопасность ; осторожность ; safety ; caution ; Это большой риск. ; It is a great risk. ; rɪsk

rival ; соперник ; союзник ; друг ; ally ; friend ; Он — его соперник. ; He is his rival. ; ˈraɪvəl

river ; река ; озеро ; горы ; lake ; mountains ; Мы плавали в реке. ; We swam in the river. ; ˈrɪvər

road ; дорога/путь ; лес ; поле ; forest ; field ; Мы ехали по дороге. ; We were driving on the road. ; roʊd

rob ; грабить ; дарить ; защищать ; give ; protect ; Они ограбили банк. ; They robbed the bank. ; rɒb

rock ; скала/камень ; вода ; песок ; water ; sand ; Он сидел на скале. ; He sat on a rock. ; rɒk

role ; роль ; актер ; зритель ; actor ; spectator ; Он сыграл главную роль. ; He played the main role. ; roʊl

roll ; катиться/рулон ; стоять ; сидеть ; stand ; sit ; Мяч катился по земле. ; The ball was rolling on the ground. ; roʊl

romantic ; романтический ; скучный ; реалистичный ; boring ; realistic ; У них романтические отношения. ; They have a romantic relationship. ; roʊˈmæntɪk

roof ; крыша ; пол ; стена ; floor ; wall ; Снег лежал на крыше. ; Snow lay on the roof. ; ruːf

room ; комната/пространство ; улица ; дом ; street ; house ; В комнате было много места. ; There was a lot of room. ; ruːm

root ; корень/основа ; ветка ; верх ; branch ; top ; У дерева сильные корни. ; The tree has strong roots. ; ruːt

rope ; веревка/канат ; нить ; металл ; thread ; metal ; Он связал их веревкой. ; He tied them with a rope. ; roʊp

rough ; грубый/шершавый ; гладкий ; нежный ; smooth ; gentle ; У него грубая кожа. ; He has rough skin. ; rʌf

roughly ; грубо/примерно ; гладко ; точно ; smoothly ; exactly ; Он примерно оценил стоимость. ; He roughly estimated the cost. ; ˈrʌfli

round ; круглый/вокруг ; квадратный ; прямой ; square ; straight ; У него круглое лицо. ; He has a round face. ; raʊnd

rounded ; закругленный ; острый ; прямой ; sharp ; straight ; У стола закругленные углы. ; The table has rounded corners. ; ˈraʊndɪd

route ; маршрут/путь ; остановка ; точка ; stop ; point ; Каков наш маршрут? ; What is our route? ; ruːt

routine ; рутина/обычный ; необычный ; случайный ; unusual ; accidental ; У него ежедневная рутина. ; He has a daily routine. ; ruːˈtiːn

row ; ряд/ссора ; колонка ; согласие ; column ; agreement ; Они сидели в первом ряду. ; They sat in the front row. ; roʊ

royal ; королевский ; обычный ; частный ; ordinary ; private ; Это королевский дворец. ; It is a royal palace. ; ˈrɔɪəl

rub ; тереть/тереться ; гладить ; пачкать ; stroke ; stain ; Потри руку. ; Rub your hand. ; rʌb

rubber ; резина/ластик ; металл ; дерево ; metal ; wood ; Шины сделаны из резины. ; The tires are made of rubber. ; ˈrʌbər

rubbish ; мусор/чепуха ; сокровище ; порядок ; treasure ; order ; Вынеси мусор. ; Take out the rubbish. ; ˈrʌbɪʃ

rude ; грубый ; вежливый ; милый ; polite ; nice ; Он был очень груб. ; He was very rude. ; ruːd

rudely ; грубо ; вежливо ; мило ; politely ; nicely ; Он грубо ответил. ; He replied rudely. ; ˈruːdli

ruin ; разрушать/руины ; строить ; восстанавливать ; build ; restore ; Война разрушила город. ; The war ruined the city. ; ˈruːɪn

ruined ; разрушенный ; построенный ; новый ; built ; new ; Это разрушенный дом. ; It is a ruined house. ; ˈruːɪnd

rule ; правило/править ; исключение ; хаос ; exception ; chaos ; Мы соблюдаем правила. ; We follow the rule. ; ruːl

rule out ; исключать ; включать ; принимать ; include ; accept ; Мы исключили эту возможность. ; We ruled out this possibility. ; ruːl aʊt

ruler ; правитель/линейка ; подчиненный ; подданный ; subordinate ; subject ; Король — хороший правитель. ; The king is a good ruler. ; ˈruːlər

